onset	duration	trial_type	value	sample
17.932	0.0	7	7	17932
20.928	0.0	8	8	20928
21.928	0.0	9	9	21928
22.928	0.0	10	10	22928
23.528	0.0	11	11	23528
25.328	0.0	12	12	25328
31.299	0.0	1	1	31299
34.295	0.0	2	2	34295
35.296	0.0	3	3	35296
36.295	0.0	4	4	36295
36.895	0.0	5	5	36895
38.695	0.0	6	6	38695
45.73	0.0	7	7	45730
48.727	0.0	8	8	48727
49.726	0.0	9	9	49726
50.726	0.0	10	10	50726
51.327	0.0	11	11	51327
53.126	0.0	12	12	53126
58.963	0.0	1	1	58963
61.96	0.0	2	2	61960
62.96	0.0	3	3	62960
63.96	0.0	4	4	63960
64.56	0.0	5	5	64560
66.36	0.0	6	6	66360
72.23	0.0	1	1	72230
75.226	0.0	2	2	75226
76.226	0.0	3	3	76226
77.226	0.0	4	4	77226
77.826	0.0	5	5	77826
79.626	0.0	6	6	79626
85.329	0.0	1	1	85329
88.326	0.0	2	2	88326
89.325	0.0	3	3	89325
90.326	0.0	4	4	90326
90.925	0.0	5	5	90925
92.725	0.0	6	6	92725
99.012	0.0	1	1	99012
102.009	0.0	2	2	102009
103.009	0.0	3	3	103009
104.009	0.0	4	4	104009
104.609	0.0	5	5	104609
106.409	0.0	6	6	106409
112.678	0.0	7	7	112678
115.674	0.0	8	8	115674
116.674	0.0	9	9	116674
117.674	0.0	10	10	117674
118.274	0.0	11	11	118274
120.073	0.0	12	12	120073
126.195	0.0	7	7	126195
129.191	0.0	8	8	129191
130.191	0.0	9	9	130191
131.191	0.0	10	10	131191
131.791	0.0	11	11	131791
133.589	0.0	12	12	133589
138.876	0.0	7	7	138876
141.872	0.0	8	8	141872
142.873	0.0	9	9	142873
143.873	0.0	10	10	143873
144.473	0.0	11	11	144473
146.273	0.0	12	12	146273
152.76	0.0	7	7	152760
155.756	0.0	8	8	155756
156.756	0.0	9	9	156756
157.756	0.0	10	10	157756
158.356	0.0	11	11	158356
160.156	0.0	12	12	160156
169.493	0.0	1	1	169493
172.489	0.0	2	2	172489
173.489	0.0	3	3	173489
174.489	0.0	4	4	174489
175.09	0.0	5	5	175090
176.889	0.0	6	6	176889
183.274	0.0	1	1	183274
186.271	0.0	2	2	186271
187.271	0.0	3	3	187271
188.271	0.0	4	4	188271
188.871	0.0	5	5	188871
190.67	0.0	6	6	190670
196.592	0.0	1	1	196592
199.588	0.0	2	2	199588
200.588	0.0	3	3	200588
201.588	0.0	4	4	201588
202.188	0.0	5	5	202188
203.988	0.0	6	6	203988
211.575	0.0	1	1	211575
214.57	0.0	2	2	214570
215.57	0.0	3	3	215570
216.57	0.0	4	4	216570
217.17	0.0	5	5	217170
218.97	0.0	6	6	218970
224.59	0.0	7	7	224590
227.586	0.0	8	8	227586
228.586	0.0	9	9	228586
229.586	0.0	10	10	229586
230.186	0.0	11	11	230186
231.986	0.0	12	12	231986
238.323	0.0	7	7	238323
241.319	0.0	8	8	241319
242.319	0.0	9	9	242319
243.319	0.0	10	10	243319
243.918	0.0	11	11	243918
245.718	0.0	12	12	245718
251.339	0.0	7	7	251339
254.335	0.0	8	8	254335
255.335	0.0	9	9	255335
256.335	0.0	10	10	256335
256.935	0.0	11	11	256935
258.735	0.0	12	12	258735
264.821	0.0	1	1	264821
267.817	0.0	2	2	267817
268.817	0.0	3	3	268817
269.817	0.0	4	4	269817
270.417	0.0	5	5	270417
272.217	0.0	6	6	272217
278.505	0.0	7	7	278505
281.501	0.0	8	8	281501
282.501	0.0	9	9	282501
283.501	0.0	10	10	283501
284.101	0.0	11	11	284101
285.9	0.0	12	12	285900
